"taskID","weight","patina","site","surface","toSearch","dateDiscoveryMonth","objectType","gridRef","thickness","width","other","composition","optionsAccuracy","associations","Find spot marker","description","collection","dateDiscoveryDay","remarks","dateDiscoveryYear","rightCorner","length","edge","publications","userID","Lon","Lat","inputBy","imageURL"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10778","7.3","","sussex (east), lewes, river ouse east bank","Sl. shiny brown p. with little darker brown mottling; traces of light green corr. deposits along inner angles of flanges ; occasional additonal bumpy patches brown-green","lewes","None","Flat Axe - low flanged","TQ 418 104","Max T body 0.6 ; depth e. bevel 7 ; Te bev. 0.5","We 40.3 ; Wbt 15.8 ; Bfg 4.0 ; Hfg 1.8","","Metallurgy analyst Craddock. Examination ; essentially a pure copper containing c. 0.03 of arsenic","100","8. Single find","Find spot marker","Body wafer thin and consistent in thickness; sharp angles inside flanges with virt. revt. walls and v. st. convex outer faces [;] Manufacture: fg. sdies rippled - pres. hmks. ; v. sl. angular shoulders in sides at base of fgt. (indicated by arrows on illus.) suggest at least some if not all of fg. created in forging ; faint bev. on either face at butt echoes butt line ; bl. e. on one face with faint and slight irreg. double bevel - upper one tending to disappear in centre ; hints only of sim. on rev. ; scattered isolated hmks here and higher on body ; sl. skew from bl. e. to butt [;] Conditon: bl. e. thin but not v. sharp - small indents, some prob. anc. ; butt v. thin and undam. ; coppery gold flecking along crests of fgs. and a little of butt and bl. e. - recent rubbing and no significant dam. associated ; ""V"" shaped depression in rev. of one bl. tip - either flaked surface or caused in manu.","Private, Mr. G. Lambor (dealer) [;] 26, Chervil Gardens, 183, Kings Road, London SW3","None","Stated to have been found by a schoolboy shortly before submission, close to the surface in disturbed soil beside bypass on the east bank of the Ouse and north of the bridge (the point indicated on the Xeroxed map lies on the west bank of the river) (DF) [;] Mr. Lambor did not respond to a request for further information - in particular details of the finder. [;] Sub. Inf. Lambor, 5, Ventnor Lodge, Ventnor Villas, Hove, Sussex","None","","72.0","","Bibliog. Res. Lat. file no. 4521","528"," 0.01670484"," 50.87624","Margaret Ellen Joy","https://farm6.staticflickr.com/5569/14959332225_bf3ea89309_b.jpg"
"10778","7.3","","sussex (east), lewes, river ouse east bank","sl. shiny brown p. with little darker brown mottling; traces of light green corr. deposits along inner angles of flanges; occasional additional bumpy patches brown-green","lewes","None","Flat Axe - Low-Flanged","TQ 418 104","max body 0.6","bt 15.8","Other boxes:- [;] Circumstances: stated to have been found by a schoolboy shortly before submission, close to the surface in disturbed soil beside bypass on the East bank of the Ouse and North of the bridge; (the point indicated on Xeroxed map lies on the West bank of the river) [DF] [;] Mr. Lambor did not respond to request for further information - in particular details of the finder [;] Context: 8. Single find [;] Metallurgy - Analyst: Craddock Bibliog.: Res. Lab. File no. 4521 [;] Composition: Examination - Essentially a pure copper containing c. 0.03% of Arsenic","","10000","","Find spot marker","Dimensions: B fg. 4.0; H fg 1.8; depth e. bevel 7; t e. bev 0.5 [;] Typology: body wafer thin and consistent in thickness; sharp angles inside flanges with virt. vert. walls & v. sl. convex outer faces [;] Manufacture: fg. sides rippled - pres. hmks.; v. sl. angular shoulders in sides at base of fgs. (indicated by arrows on illus.) suggest some if not all of fg. created in forging; faint bev. on either face at butt echoes butt line; bl. e. on one face with faint and slight irreg. double bevel - upper one tending to disappear in centre; hints only of sim. on rev.; scattered isolated hmks. here and higher on body; sl. skew from bl. e. to butt [;] Condition: bl. e. thin but not v. sharp - small indents, some prob. anc.; butt v. thin and undam.; coppery gold flecking along very crests of fgs. and a little of butt & bl. e. - recent rubbing & no significant dam. associated; 'V' shaped depression in rev. of one bl. tip - either flaked surface or caused in manu.;","Lambor, Mr. G. - private (dealer) [;] 26 Chevil Galleries, 183 kings Road, London SW3","None","","None","","72.0","40.3","",," 0.01571779"," 50.87727","Margaret Ellen Joy","https://farm6.staticflickr.com/5569/14959332225_bf3ea89309_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10779","435","A little green patina in places.","england [;] east sussex [;] lewes [;] 1870","Slightly pitted.","lewes, east sussex","None","Flat Celt","TQ 41 10","9","39","Width: edge 97mm; butt 39mm [;] Weight: 15 1/3 oz = 434.6 gms","","100","","Find spot marker","","British Museum 1960.11-7.3 [;] Private Collection [;] Miss. H. Knowles [;] 49, Shakespeare Road, Hamwell, W.7 [;] Obtained from the late J. Hercules Read in 1912.","None","","1870","d","128","97","","433"," 0.01211290"," 50.87413","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3906/14936333096_9fef4c7bf4_b.jpg"
"10779","433.755","A little green patina in places","england, east sussex, lewes","Slightly pitted","lewes","None","Flat Celt","TQ A1 10","9","edge 97 butt 39","Weight on card given as 15 1/3 oz.","","1000","","Find spot marker","","Private. Thos. H. Knowles, 49,Shakespeare Road, Hanwell, W 7. Obtained from the late Sir Hercules Read in 1912 [;] [in pencil] Now in BM: 1960 11-7.3","None","","1870","d","128","","","528"," 0.01232748"," 50.87483","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3906/14936333096_9fef4c7bf4_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10780","","","england [;] sussex (west) [;] selsey","Undulating surface, varied dull to pale green - some pock scars; sides and edges brown banded stains across haft and from modern hafting.","selsey, sussex","None","Flat Axe","c. SZ 85 93","12","39","","","100","4. Undocumented","Find spot marker","Dimensions: EL 157.5mm; EWe 95mm; Wbt 38.8mm; max T 12mm [;] Typology: no trace of face bev. or e. bev.; body edges qt. crsip but no flanges; double-facetted on one side - poss. not orig. feature; butt prob. approx. orig. shape. [;] Condition: crack across one face - probably ancient damage; part of edge poss. near intact but reworked recently - dull brown, not particularly stays: notches prob. anc. dam; little bit at butt and all down sides brown - reworked; band of recent cuts across either side [;] Attached Material: small patches of orangey brown soil","Worthing Museum [;] 582 [;] apparently received in 1937, source unknown","None","Labels/markings: black ink - printed 582 [;] Archive: PIF [;] PRBAF: DF (C); SI [;] Ext: CI [;] Rec.: SN Nov 76 [;] Source MV [;] Old Card: 1","None","","158","95","a) Wilson 1964, 8, pl. 6b","433"," -0.79228960"," 50.73278","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3874/14958976622_b1e92bc27f_b.jpg"
"10780","","","sussex (west), selsey","Undulating sur. varied dark to pale green - some pock scars; sides and edges brown. banded stains across haft end from modern hafting. Attached material: small globules of orangy-brown soil","selsey","None","Flat Axe","c. SZ 85 93","Max T 12.0","EWe 95.0 ; Wbt 38.8","","","1000","9. Uncodumented","Find spot marker","No trace of face bev. or e. bev. ; body edges qt. crisp but no flanges; double-facetted on one side - poss. not orig. feature; butt prob. approx. orig. shape. [;] Condition: crack across one face - prob. anc. dam. Part of e. poss. near intact but removed recently - dull brown, not particularly sharp; notches prob. anc. dam.; little bit at butt and all dam. sides brown - reworked; band of recent cuts across either side","Worthing Museum 582 [;] Apparently received in 1937, source unknown","None","Labels/Markings: black ink, printed ""582""","None","","EL 157.5","","a) Wilson, 1964, 8, pl. 66","528"," -0.79207502"," 50.73329","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3874/14958976622_b1e92bc27f_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10781","553","Light sea green patina - rather powdery.","england [;] sussex [;] selsey (near chichester)","Smooth. A few rust spots and large pits near the edge on one side and traces of gravel. Dark bronze shows.","selsey, sussex","None","Flat Celt","","9","39","Width: edge 95mm; butt 39mm [;] Thickness: 9,25mm; 11mm; 11.5mm [;] Weight: 552.82 gms","Bronze","100","","Find spot marker","","Worthing Museum 582","None","","None","d","157","95","Guide to B.A. Coll. Worthing Museum, A.E. Wilson, 2nd Ed. p. 8","433"," -0.79228960"," 50.73278","Joellen mcGann; Margaret Ellen Joy","https://farm6.staticflickr.com/5590/14956223561_3c59777f77_b.jpg"
"10781","552.82","Light sea green patina, rather powdery","england, sussex, selsey (near chichester)","Smooth. A few rust spots and large pits near the edge on one side and traces of gravel. Dark bronze shown","selsey sussex","None","Flat Celt","","9.25 ; 11 ; 11.5","","","","1000","","Find spot marker","","Worthing Museum 582","None","","None","d","157","edge 95 butt 39","A.E. Wilson, Guide to B.A. Coll., Worthing Museum, 2nd ed., p. 8","528"," -0.79216085"," 50.73324","Joellen mcGann; Margaret Ellen Joy","https://farm6.staticflickr.com/5590/14956223561_3c59777f77_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10782","556","Black","england [;] river thames [;] copy of axe in ashmolean museum","Rough","river thames","None","Flat Bronze Celt - Copy","","18","28","Width: butt 28mm; blade 101mm","Bronze","10000","","Find spot marker","Rounded butt. Broad blade. Edge of blade worn. Cross hatched design on both faces.","British Museum 91.5-14.61","None","High Zinc established by XRF analysis. [;] AOK","None","d","184","101","Needham 1983, (phD) RT 3, p. 301","433"," -0.77937120"," 51.56015","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3865/14956223391_50eef69ae5_b.jpg"
"10782","556","Black","england, river thames","Rough","","None","Flat Bronze Celt - copy of axe in Ashmolean Mus.","","13","butt 28 ; blade 101","","Bronze","1000","","Find spot marker","Rounded butt, broad blade, edge of blade worn, cross hatched design on both faces","British Museum 91. 5-14. 61","None","High zinc established by XRF analysis","None","d","184","","Needham, 1983, (PhD), RT 3, p. 301","528"," -3.27657530"," 54.70235","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3865/14956223391_50eef69ae5_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10783","113","Green","england [;] berkshire/surrey [;] staines [;] river thames [;] 1913","Very much corroded","staines, surrey","None","Part of Flat Celt","","","","Weight: 113.3 gms","","100","","Find spot marker","","London Museum A10947","None","Not checked but redrawn","1913","Frag.","48","58","","433"," -0.51104400"," 51.43401","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3850/14772724068_9fc074672a_b.jpg"
"10783","113.3","Green","england, thames, berks/surrey, staines","Very much corroded","staines","None","Part of Flat Celt","","","","","","1000","","Find spot marker","","London Museum A10947","None","[in pencil] Not checked but redrawn","1913","Frag.","48","edge 5.8","","528"," -0.51271770"," 51.43201","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3850/14772724068_9fc074672a_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10784","","Fairly good, dark green","tyne & wear, stargate, 1 1/2 miles due w. of blaydon, bowes sand pit","Fair, slightly battered by mechanical excavator","stargate","None","Flat Axe Head","","","63.5","Thickness on card given as 5/16th of an inch, it was not possible to convert this with the resources available to me. [;] Other dimensions: Length 5 1/4"" ; Width 2 1/2"" [;] Card signed [...] Bulmer","","1000","None","Find spot marker","","Black Gate Mus. N/C Mus. No. 1952.4 [;] Purchased from finder, Mr. S. Cullender, Prudhoe, Northumberland","None","Found by mechanical excavator working in the sand pit. [;] Note rudimentary stop ridge formed by thickening at the appropriate place.","None","d","133.35","","Unpublished","528"," -1.74858378"," 54.96508","Jane Fellows; Margaret Ellen Joy","https://farm4.staticflickr.com/3887/14936332416_0c34e0a66f_b.jpg"
"10784","","Fairly good, dark green","england [;] tyne & wear [;] stargate, 1 1/2 miles due w. of blaydon [;] bowes sand pit [;] found by mechanical excavator working in the sand pit.","Fair, slightly battered by mechanical excavator","stargate, ryton","None","FLAT AXE HEAD","","7.9","","Has tick top left. It doesn't say ""England "" in Site but I have added it to be consistent with other Site addresses. Dimensions given in inches so I have converted to mm. Signed bottom left by somebody Bulmer.","","1000","None","Find spot marker","","Black Gate Museum, Newcastle. Mus. No. 1952.4 [;] Purchased from finder Mr. S Callendar of Prudhoe, Humberland","None","Note rudimentary stop ridge formed by thickening at the appropriate place","None","d","133","63.5","Unpublished","543"," -1.74963520"," 54.96518","Jane Fellows; Margaret Ellen Joy","https://farm4.staticflickr.com/3887/14936332416_0c34e0a66f_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10785","431.08","Dull green","england, tyne and wear, wallsend","Pitted","wallsend","None","Flat Celt","NZ 30 66","10","edge 82 ; butt 30","Initials on card: AOK","","1000","","Find spot marker","Edge worn, butt broken","British Museum W.G. 1791","None","","None","d","137","","Evans, p. 43","528"," -1.53411837"," 54.99183","Jane Fellows; Margaret Ellen Joy","https://farm6.staticflickr.com/5582/14772723178_97b6546387_b.jpg"
"10785","431.08","dull green","england [;] tyne and wear [;] wallsend","Pitted","wallsend","None","Flat Celt","","10","Butt 32","Top left has ""NZ 66"" and then ""30"" aligned under the ""66"" - not sure if this is a grid reference. In Publications, ""Evans' p.43"" presumably refers to John Evans' ""The Ancient Bronze Implements, Weapons and Ornaments of Great Britain and Ireland (1881)"", though Wikipedia tells me he also wrote ""The Coins of the Ancient Britons (1864)"" and ""The Ancient Stone Implements, Weapons and Ornaments of Great Britain (1872)"". The card also has ""A OK"" written bottom left and ""C1"" at bottom right","","10000","","Find spot marker","Edge worn, butt broken","British Museum, W.G. 1791.","None","","None","d","137","80","Evans', p.43 ","543"," -1.53420420"," 54.99119","Jane Fellows; Margaret Ellen Joy","https://farm6.staticflickr.com/5582/14772723178_97b6546387_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10786","","","warwickshire, henley- in- arden, ardencroft on b[irming]ham road 3/4 [of a mile?] n[orth] of h[enley] on a[rden]","","henley- in- arden warwickshire","None","Hammer Flanged Flat Axe Fragment","OS sheet 513/ 163 677","","","","Badly pittted","100","","Find spot marker","","Mr L G Baxter, Arden Croft [;] (B[irming]ham Road 1955","None","","None","","","","B[irming]ham Arch[aeological] Soc[iety] 71, [;] 135","482"," -1.78068500"," 52.29071","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3918/14959331585_f651180133_b.jpg"
"10786","","","warwickshire, henley-in-arden, arden croft, on b'ham road, 3/4 n of h. in a.","","henley in arden","None","Hammer Flanged Flat Axe fragment","OS Sheet 131, 163 677","","","","Badly pitted","1000","","Find spot marker","","Mr. L. J. Baxter, Arden Croft, (B'ham Road), 1955","None","Found on bed of gravel in clay","None","","","","B'ham Arch Soc., 71, 135","528"," -1.77793842"," 52.29901","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3918/14959331585_f651180133_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10787","67.6","","england, wilts, all cannings (near), tan hill","bright polished bronze","all cannings wiltshire","None","Miniature Flat Celt","","5","18","","","100","","Find spot marker","","Blackmoor Museum, Salisbury, [;] 10 on face xi on side [;] 100 Goddard","None","","None","d","81","44","","482"," -1.89826180"," 51.35505","scruffyarcher; Margaret Ellen Joy","https://farm6.staticflickr.com/5552/14772790457_1c0205f731_b.jpg"
"10787","67.6","","england, wiltshire, all cannings (near), tan hill","Bright polished bronze","all cannings","None","Miniature Flat Celt","","5","edge 44 ; butt 18","","","10000","","Find spot marker","","Blackmoor Musuem, Salisbury [;] 10 on face, XI on side [;] 100 Goddard","None","","None","d","81","","","528"," -1.89817597"," 51.35577","scruffyarcher; Margaret Ellen Joy","https://farm6.staticflickr.com/5552/14772790457_1c0205f731_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10788","","","england, wiltshire, broad town, ","","broad town wiltshire","4","Flat Axe","0995 7792","","32.5","","","100","Single find","Find spot marker","Miniature flat axe, class GB (Needham). Condition: complete","Private (1999)- Mr Broomfield","31","found by mr Michael Broomfield while gardening","1998","","95.5","50.53","Clarke "" a miniature axe or chisel from Broadtown N. SWiltshire"" Wiltshire Archaeological and Natural History Magazine.","482"," -1.86998070"," 51.49934","Jane Fellows; scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3863/14956222611_9bb9d668d0_b.jpg"
"10788","50.53","","england, wiltshire, broad town","","broad town wiltshire","5","","0905 7792","","cutting edge 32.5","","","1000","Single find","Find spot marker","Miniature flat axe, class 4B (Needham) [;] Condition complete","Private (1999) Mr. Broomfield","31","Found by Mr. Michael Broomfield while gardening on 31 May 1998","1998","","85.5","","Clarke, ""A miniature flat axe or chisel from Broad Town, N. Wiltshire."" Wiltshire Archaeological and Natural History Magazine","528"," -1.86959446"," 51.49976","Jane Fellows; scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3863/14956222611_9bb9d668d0_b.jpg"
"10788","50.53","","england [;] wiltshire [;] broadtown [;] found by mr. michael broomfield while gardening on 31 may 1998","","broadtown, wiltshire","5","Flat Axe","","","","Top left of card says ""0905 7792"". I transcribed Context into ""Associations"". I transcribed Bibliog into Publications. I transcribed Typology and Condition into Description field.","","1000","Single find","Find spot marker","Typology: Miniature flat axe, class 4B (Needham) [;] Condition: Complete","Private (1999) - Mr. Broomfield","31","","1998","","85.5","32.5","Clarke 'A miniature flat axe or chisel from Broadtown N. Wiltshire' Wiltshire Archaeological and Natural History magazine","543"," -1.87001281"," 51.49971","Jane Fellows; scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3863/14956222611_9bb9d668d0_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10789","","Thick Green","wilts, fisherton delamere, ","","fisherton wilts","None","Flat Axe","LIX 51 7' N 2 1' W","","11","","copper or bronze flat axe badly chipped and scratched","10000","","Find spot marker","","Saisbury Museum 39/55","None","","None","C","114","","","482"," -1.46383116"," 51.01715","Jane Fellows; scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3895/14772654520_6826a42590_b.jpg"
"10789","","Thick, green","wiltshire, fisherton delamere, ","","fisherton delamere","None","E.B.A. Flat Axe","(Wlts.) LIX SW 51 degrees 7' N, 2 degrees 1' W","","1.1","In pencil on card: ""Fide Mallet Morgan""","Copper or bronze","1000","","Find spot marker","Flat axe badly chipped and scratched","Salisbury Museum 39/55","None","Found by Mr. R. S. Newall","None","C","11.4","","","528"," -1.99899644"," 51.14781","Jane Fellows; scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3895/14772654520_6826a42590_b.jpg"
"10789","","Thick, green","wilts [;] fisherton [;] delamere [;] found by mr. r.s. newell","badly chipped and scratche","delamere, wiltshire","None","E.B.A. FLAT AXE","51*7'N, 2*1'W","","","Site on Index card includes ""LIX SW 51*7'N, 2*1'W"" which I think may be something else plus the grid reference (?). Note that I have used * in Grid Reference field cos I can' find a degree symbol on my keyboard. Bottom left of card says ""Fide Mallet Morgan""?","Copper or bronze","1000","","Find spot marker","","Salisbury Museum, 39/55","None","","None","C","114","11","","543"," -1.99916810"," 51.14698","Jane Fellows; scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3895/14772654520_6826a42590_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10790","5670 [?]","dark peacock green","england, wilts, fisherton delamere, bapton farm","Damaged by plough.Metal where visible resembles a penny. not a golden brown","fisherton delamere wiltshire","None","Flat Celt","Lat 51 7' Long 2 1' ","12","28","","no flanges. Stop ridge perceptible to touch on one side only.","100","","Find spot marker","","Private [;] RS Newall Esq, FSA [;] Fisherton Delamere House, [.....] Wilts (1928)","None","This makes 10 bronze implements of various periods from the top of this hill within about 1 3/4 miles","None","C","116","72","","482"," -1.99916810"," 51.14698","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3848/14956222411_e232045329_b.jpg"
"10790","56.70","Dark peacock green","england, wiltshire, fisherton delamere, bapton farm","","fisherton delamere","None","Flat Celt","(about Lat. 51 degrees 7' : Long. 2 degrees 1' : alt. 600 ft.","12","edge 72 butt 28","","","1000","This makes 10 bronze implements of various periods from the top of this hill within about 1 3/4 miles R.S.M.","Find spot marker","No flanges. Stop ridge perceptible to touch on one side only.","Private collection [;] R.S. Newall Esq., F.S.A., Fisherton de la Mere House, Wylye, Wiltshire (1928)","None","Damaged by plough. Metal where visible resembles a penny, not a golden brown","None","C","116","","Private. R. S. Newall Esq., F.S.A., Fisherton de la Mere House, Wylye, Wilts (1928)","528"," -1.99933976"," 51.14768","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3848/14956222411_e232045329_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10791","","","wilts, wooton bassett, 1/2 m[ile] w of w[ooton] b[assett] in digging badminton r[ai]l[wa]y cutting, by stow bridge c[irca] 1896: just e of 2o w","","wooton bassett wiltshire","None","Hammer Flanged Flat Axe","","14 12","19","SAYS 'CAST' UNDER THE NAME OF THE ARTEFACT. ALSO SAYS IN COLLECTION BOX THAT THE ORIGINAL HAS BEEN LOST!","","1000","","Find spot marker","","","None","","1896","d","103","60","Oxford Ashmolean Museum [;] Coll. AD Passmore [;] Original Lost","482"," -1.89229796"," 51.56506","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3905/14772648449_37c6bf3f87_b.jpg"
"10791","","","wiltshire, royal wootton bassett, 1/2 m. w. of w.b. in digging badminton railway cutting by skew bridge, ca. 1896 : just e. of 2 degrees w.","","wootton bassett wiltshire","None","Hammer - Flat Flanged Axe","","c. 14 ; 12","blade 19 ; edge 60","","","1000","","Find spot marker","","Ashmolean Museum Oxford [;] Coll. A.D. Passmore [;] Original lost","None","Chip off butt and off one corner of edge","1896","d","103","","","528"," -1.92260306"," 51.54657","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3905/14772648449_37c6bf3f87_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10792","283.7","","england , worcestershire, 2 miles above bewdley, on left bank of severn","","bewdley worcestershire","None","Flat Axe","","12.5","27","","","100","","Find spot marker","Highly curved edge and with faces opening in each direction from a transverse ridge, but with no trace of flanges on projecting ledges at the sides.","Private [;] Mrs Woodward [;] Arley Castle [;] Worcestershire (1922) [;] ","None","said to have been found ""lying among a lot of bones""but these were lost before they could be identified. [;] Site notes also say "" in deposit of gravel when making bridge for Elan Water works""","None","d","125","57","","482"," -2.31452419"," 52.37673","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3835/14959330525_0239015105_b.jpg"
"10792","283.7","","england, worcestershire, 2 miles above bewdley on left bank of severn - in deposit of gravel when making bridge for elan water works","","bewdley","None","Flat Axe","","12.5","edge 57 ; butt 27","","","10000","","Find spot marker","Highly curved edge and with faces opening in each direction from a transverse ridge, but with no trace of flanges on projecting ledges at the sides","Private collection [;] Mrs. Woodward, Arley Castle, Worcestershire (1922)","None","Said to have been found ""lying among a lot of bones"" but these were lost before they could be identified.","None","d","125","","","528"," -2.32443763"," 52.38459","scruffyarcher; Margaret Ellen Joy","https://farm4.staticflickr.com/3835/14959330525_0239015105_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10793","","","england, worcestershire, worcester, claines, fernhill heath","","worcester worcestershire","None","Flat Axe","","","","","Flat Axe, High width to length ratio, broad butt","1000","single find","Find spot marker","complete","Private (1991)- Holloway, N (Mr) [;] National Power Plc, The Cherries, 102- 104, New Street, Birmingham B2 4HQ","None","Under 'circumstances' found by Mrs Holloway whilst searching with a metal detector","1991","","","","","482"," -2.22151507"," 52.19000","scruffyarcher; Margaret Ellen Joy","https://farm6.staticflickr.com/5580/14772647569_c07d65538e_b.jpg"
"10793","","","england, worcestershire, worcester, claines, fernhill heath","","fernhill heath","None","Flat Axe","","","","Find site imprecise - I have placed the marker half way between Claines and Fernhill Heath with a 10 km radius","","10000","Single find","Find spot marker","Flat axe, high width to length ratio, broad butt [;] Condition: complete.","Private (1991) Mr. N. Holloway, National Power PLC, The Charters, 102-104 New Street, Birmingham [;] B2 4QH","None","Found by Mrs. Holloway whilst searching with a metal detector in 1991","1991","","","","","528"," -2.21030278"," 52.22822","scruffyarcher; Margaret Ellen Joy","https://farm6.staticflickr.com/5580/14772647569_c07d65538e_b.jpg"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10794","198","Evenly worn; colour greenish black; vestiges of blackish patina. Probably plain.","england [;] worcestershire [;] claines, north[;[]bevere island [;] (in r. severn 3 miles n. of worcester) [;] c. 1809 [;] label pasted on blade: ""battle axe [deleted and ""ancient british knife"" substituted] dug up in the island of bevere near worcester, about 1809."" ","","claines, worcestershire","None","Flat Bronze Axe","","9","21","Width: edge 59mm; centre 33mm; butt 21mm [;] Thickness: 9mm centre; 8mm sides [;] Weight: 7 oz = 198.447","","100","","Find spot marker","Evidently cast in one open storm mould; one face is flatter than the other. Thickest at centre. Sides have been hammered; one recently polished, the other nicked to test metal. Butt sharp, edge blunt, each a low curve. ","Private Collection [;] Miss. E. Binyon, Hoe Court, Colwall, Herfordshire","None","","1809","d","106","59","Allies, Antiq. Worcs. (Ed. 2, 1856), 151, Pl. 4, 11 (p.98) [;] Lence, Evans, A.B.I, 42 [;] V.C.H. Worcs. I. 195 [;] O.G.S Crawford, Geog. Journ. XL (1912), 310 (Flat Celts List)","433"," -2.23997788"," 52.23391","Joellen mcGann; Margaret Ellen Joy","https://farm4.staticflickr.com/3898/14772653730_6be70438e8_b.jpg"
